1	504011	2	23	118.65	4592
2	236856	4	76	396.45	2296
3	174809	1	5	64.95	8041
4	505440	6	119	534.6	6874
5	607160	3	45	292.2	4580
6	455175	9	178	867.15	771
7	14255	2	22	153.15	4659
8	137391	2	30	136.8	7229
9	731695	1	3	96	7907
10	701101	10	194	982.35	41
11	968447	3	53	235.5	7833
12	759986	3	42	226.55	966
13	877000	2	21	139.75	8754
14	18631	2	38	125.75	9861
15	749977	2	38	134	8741
16	424512	1	4	20.45	7957
17	729979	2	40	134.15	9050
18	50908	1	20	60.05	1788
19	971238	2	31	143.2	2121
20	41969	1	14	67.65	6490
21	961490	1	14	22.25	8847
22	232844	7	136	601.1	532
23	824697	1	9	41.1	566
24	138679	1	1	1.2	2292
25	643446	1	14	97.9	9632
26	838796	3	59	207.85	6209
27	467926	1	5	35.45	9594
28	163730	3	50	265.8	241
29	191533	2	33	157.2	2722
30	683845	2	31	117.7	325
31	958064	2	30	125.7	1672
32	407666	1	4	42.1	8272
33	866131	1	14	5	325
34	992031	3	56	279.85	3771
35	690534	4	69	356.75	3944
36	265147	3	42	209.3	560
37	890870	9	165	882.25	4724
38	579664	2	32	166.2	7587
39	136042	3	42	253	2232
40	683274	3	45	281.85	677
41	116205	2	29	176.4	3285
42	284805	2	29	109.45	8139
43	140006	1	18	38	932
44	703541	2	28	185.95	5385
45	926055	2	25	105.75	6630
46	334427	3	52	298.3	1200
47	562354	1	3	15.65	6095
48	994846	2	36	102.5	7667
49	29307	2	39	195.5	8078
50	289437	1	1	5.25	8021
51	213280	3	42	267.25	1701
52	95080	6	108	556.25	2407
53	849408	1	4	88.95	6147
54	112534	3	52	261.45	3148
55	76959	3	57	207.5	6445
56	115106	1	2	69	4606
57	564452	10	199	945.6	3691
58	975020	1	17	10.75	2875
59	732139	3	46	277.85	5822
60	103926	3	48	249.85	8050
61	702983	3	43	249.75	859
62	803507	3	59	275.65	1263
63	151376	2	21	172.7	9581
64	595477	3	42	244.4	6295
65	831645	3	48	264.8	4631
66	784607	1	14	83.35	1063
67	858463	3	50	253.65	3881
68	189872	3	49	258.95	8790
69	355992	3	41	271.8	1400
70	793251	3	46	200.35	5319
71	367859	1	3	13.45	106
72	634498	3	55	293.5	5009
73	936461	1	8	69.7	7186
74	545022	2	27	129.55	5211
75	266820	1	8	83.85	3845
76	886678	10	183	980.2	3232
77	432755	2	35	134.25	3821
78	641869	3	45	277.95	6374
79	899990	2	25	186.95	5143
80	363539	2	29	144.85	8900
81	475117	3	59	205.85	2594
82	627865	3	47	273	3003
83	355814	2	22	176.8	8506
84	57602	6	106	569.25	4902
85	548793	3	60	256.7	3626
86	71265	1	9	50.9	6316
87	399371	2	22	149.6	9831
88	921753	1	19	95.85	3759
89	783325	2	29	198.45	1881
90	218203	1	12	73.95	1784
91	532999	3	58	234.25	367
92	842798	3	42	209.65	86
93	324423	3	46	241.1	4795
94	226803	3	52	242.85	9893
95	103000	1	11	37.8	6850
96	881356	1	5	28.3	2316
97	200851	3	47	273.95	3687
98	676194	2	36	185	267
99	780839	1	14	76.6	1110
100	578419	3	41	213.8	7584
