1	711671	2005	9	11	8358.27
2	736718	2005	11	8	4054.39
3	213537	2015	5	6	3946.73
4	275064	2016	12	6	9460.28
5	891692	2012	11	27	2399.54
6	915033	2016	12	13	3155.06
7	709902	2008	12	17	1452.51
8	232562	2012	8	29	4178.98
9	615387	2014	7	22	5673.05
10	688989	2014	3	22	1188.61
11	699882	2015	3	4	4325.84
12	446497	2008	2	23	783.339
13	558365	2010	6	22	53.5111
14	936073	2011	11	28	4890.41
15	316077	2008	7	9	8341.94
16	292803	2006	4	17	9417.98
17	806595	2010	1	4	245.388
18	424147	2012	3	24	5904.27
19	312543	2015	6	3	5172.41
20	266943	2011	10	17	8819.16
21	366133	2012	4	26	115.339
22	849650	2005	1	2	6257.39
23	790977	2016	7	30	4458.93
24	120898	2016	3	5	6907.05
25	673477	2006	9	14	9431.74
26	924375	2016	3	18	9389.58
27	75416	2011	7	7	3766.3
28	21099	2012	7	9	2056.08
29	648423	2005	12	30	6220.5
30	797038	2014	5	30	8500.59
31	934605	2015	10	9	8417.08
32	590344	2015	8	5	6712.01
33	881536	2016	9	3	7471.31
34	39008	2012	2	1	3578.75
35	811377	2014	6	30	9141.36
36	878140	2015	4	26	7689.84
37	317917	2007	5	9	543.762
38	901465	2015	8	21	6650.76
39	936394	2016	2	10	2283.91
40	573825	2008	11	14	6451.2
41	530351	2012	4	11	5079.5
42	113181	2007	3	12	9088.2
43	532168	2006	4	21	3968.77
44	305530	2005	7	9	1298.44
45	281803	2008	4	25	6770.99
46	994677	2011	6	11	417.192
47	174667	2012	11	21	1920.7
48	120709	2013	8	7	603.395
49	126536	2013	2	18	8649.19
50	698451	2015	7	2	5557.77
51	940816	2008	5	16	3531.23
52	933715	2016	10	29	2147.8
53	813536	2006	4	28	5711.89
54	977594	2010	7	20	7386.29
55	134843	2008	4	12	9499.85
56	399192	2007	9	27	948.112
57	491592	2007	10	21	7739.06
58	43149	2007	9	30	3836.93
59	733300	2011	11	25	3302.09
