1	849014	3	56	229.8	6363
2	323593	1	18	96.9	8465
3	502442	2	39	127.5	5464
4	366560	3	54	290.7	5937
5	788472	1	4	76.1	9049
6	258850	2	35	126.9	7351
7	353630	2	23	117.9	368
8	886772	3	55	245.85	1642
9	800321	1	20	85.7	5496
10	546871	3	53	245.35	2971
11	253992	1	1	12.65	5379
12	605876	1	7	73	4075
13	555049	3	42	221.15	8104
14	615888	1	7	91.95	8522
15	72506	3	53	204.45	7850
16	488976	3	53	231.45	6070
17	872303	1	20	82.85	4342
18	932721	3	51	297.1	6817
19	658667	2	35	104.25	3253
20	999222	1	17	24.45	8583
21	454471	1	12	79.85	9061
22	870071	1	10	36.9	7536
23	727336	3	56	270.05	7946
24	1468	1	13	22.05	6413
25	571181	2	33	136.15	6595
26	327250	2	32	171.9	4195
27	332421	8	151	780.85	7410
28	42541	2	27	142.25	9516
29	411850	2	25	162	4854
30	590489	2	32	146.6	7614
31	779091	3	57	237.75	8429
32	242695	2	22	124.8	8451
33	741536	2	32	182.6	2852
34	35227	3	59	268.25	8689
35	391147	3	47	200.85	135
36	676486	1	13	22.1	9342
37	865675	2	37	106.05	5624
38	227146	3	41	240.05	5382
39	720503	2	31	199.2	9222
40	938710	1	15	82.5	3188
41	614606	2	25	182.65	7187
42	122450	3	58	260.55	3560
43	147702	9	173	806.7	5418
44	880902	1	14	91.45	6762
45	95822	5	87	491.7	6356
46	192479	2	25	104.65	1127
47	975898	2	32	178.8	5822
48	257886	3	53	206.4	4020
49	68096	3	55	261.65	3645
50	56375	1	14	85.9	8236
51	413580	2	30	127.95	8786
52	379567	3	49	299.05	4246
53	574558	3	46	218.75	2845
54	615985	3	53	255.55	3092
55	882159	2	32	122.4	3304
56	938830	2	32	160.55	5524
57	232682	1	20	46.85	2251
58	278521	10	196	997.1	9927
59	897506	9	177	807.65	4321
60	970131	1	5	95.1	7246
61	445808	1	6	11.55	5104
62	454991	1	2	91.2	7118
63	845088	2	33	134.7	8484
64	708609	3	46	209.45	4808
65	810872	1	1	67.8	3747
66	51517	1	8	90	238
67	49240	1	9	87.9	1572
68	207346	3	50	251.15	8694
69	68556	1	4	75.55	3603
70	484735	3	42	231.8	3356
71	959071	2	27	154.25	6156
72	19504	2	26	166.95	2005
73	119824	3	50	215.1	3
74	951571	3	57	295.15	3784
75	732203	1	8	63.15	1474
76	538330	3	49	239.65	9539
77	41722	1	2	81.55	2463
78	626763	3	58	236.3	4580
79	515845	2	27	112.7	887
80	385867	3	53	243.7	2052
81	45495	10	183	937.1	1575
82	967594	3	57	219.85	9517
83	52375	2	29	156.7	4898
84	720331	1	17	18.2	4128
85	567064	2	33	121.05	2034
86	348721	2	35	191.95	9808
87	64072	2	39	127.2	5580
88	210941	2	23	138.8	9353
89	292030	3	49	228.25	8178
90	493796	9	173	852.25	3996
91	921680	2	26	174.4	6285
92	278500	10	198	950.05	9150
93	523368	3	53	258.9	2508
94	345525	2	39	148.1	5103
95	472556	9	176	891.65	7050
96	45273	2	37	120.85	2684
97	865376	3	43	291	5417
98	692500	2	21	172.65	1022
99	19215	2	29	147.5	2581
100	936020	3	49	241	1772
